gene_or_label,day,value,condition
Aspartic acid,9,-0.405491605,0d darkness
beta-Nicotinamide adenine dinucleotide,9,-0.433932074,0d darkness
Cellobiitol,9,-0.03546121,0d darkness
Citric acid,9,1.63768296,0d darkness
Flavin Mononucleotide,9,-0.357955879,0d darkness
Flavine adenine dinucleotide (FAD),9,-0.124930084,0d darkness
Formimino-L-Aspartic acid,9,0.128758855,0d darkness
Glucoalyssin,9,-5.020868717,0d darkness
Glucohirsutin,9,0.459300283,0d darkness
Glucoiberin,9,-1.408801575,0d darkness
Gluconic acid,9,0.075829355,0d darkness
"Glutamic acid, N-acetyl-",9,-0.658053157,0d darkness
Glutathione,9,-1.093745202,0d darkness
Guanosine,9,-0.521994014,0d darkness
2-Isopropylmalic acid,9,-0.166930168,0d darkness
Histidine,9,-2.163273995,0d darkness
Iminodiacetic acid,9,-0.540121349,0d darkness
Leucine,9,-0.904529741,0d darkness
Kaempferol 3-O-6-O-(rhamnosyl) glucoside 7-O-rhamnoside,9,-1.993680215,0d darkness
Kaempferol 3-O-glucoside 7-O-rhamnoside,9,-2.645791,0d darkness
Lactobionic acid,9,-0.33195865,0d darkness
Lactulose,9,-0.326970409,0d darkness
Isoleucine,9,-1.206689537,0d darkness
Loganin,9,1.95438361,0d darkness
"3,4-Dihydroxybenzoic acid",9,-1.077247551,0d darkness
Malic acid,9,-0.697680352,0d darkness
Mimosine,9,0.082512497,0d darkness
"N,N-Dimethylglycine",9,-0.666253266,0d darkness
N-Acetyl-L-Tyrosine,9,-2.243239315,0d darkness
Naringin,9,-1.302419657,0d darkness
N-Ethylmaleamic acid,9,-0.226830709,0d darkness
Nicotinamide adenine dinucleotide phosphate (NADP),9,0.132653743,0d darkness
O-palmitoyl-L-Carnitine chloride,9,-0.001533849,0d darkness
Pantothenic acid (Vitamine B5) ,9,-0.25563088,0d darkness
3-Deoxy-D-manno-2-octulosonic acid,9,-0.267545173,0d darkness
3-Hydroxyphenylacetic acid,9,-0.21353248,0d darkness
porphobilinogen,9,-0.167816829,0d darkness
Purine,9,-0.617732553,0d darkness
Pyroglutamic acid,9,-1.207823584,0d darkness
"Quercetin 3,7-dirhamnoside",9,-4.378911826,0d darkness
Quercetin 3-O-glucoside 7-O-rhamnoside,9,-3.48918723,0d darkness
Riboflavin ,9,-0.912948064,0d darkness
Rutin,9,-2.544686042,0d darkness
Saccharic acid,9,0.253731679,0d darkness
S-Adenosyl-L-Homocysteine,9,-0.699847566,0d darkness
Sedoheptulose,9,0.116763677,0d darkness
Serine,9,-1.036050143,0d darkness
Sinapoylglucose,9,-2.119237981,0d darkness
Succinoadenosine,9,-0.060170361,0d darkness
"Trehalose, alpha,beta-",9,0.108507265,0d darkness
Tyrosine,9,-0.542038001,0d darkness
Uric acid,9,-1.300574934,0d darkness
Uridine,9,-0.902707293,0d darkness
Uridine-5'-diphosphogalactose,9,-0.649363936,0d darkness
(D-Glycero-alpha-D-Manno-Heptopyranosyl)-Dihydrogenphosphate,10,-0.385518568,0d darkness
Phe-Val,10,0.103032481,0d darkness
6-Hydroxymelatonin,10,-0.034087466,0d darkness
adenine,10,-0.475673486,0d darkness
Adenosine,10,-0.899895044,0d darkness
Allantoic acid,10,-0.731947261,0d darkness
alpha-D-Galacturonic acid 1-phosphate,10,-0.994827266,0d darkness
alpha-Ketoglutaric acid,10,-0.996405448,0d darkness
Argininosuccinic acid,10,-0.732335343,0d darkness
Aspartic acid,10,-0.434740404,0d darkness
beta-Nicotinamide adenine dinucleotide,10,-0.652738634,0d darkness
Cellobiitol,10,0.033852301,0d darkness
Citric acid,10,1.539066651,0d darkness
Flavin Mononucleotide,10,-0.078457838,0d darkness
Flavine adenine dinucleotide (FAD),10,-0.441592924,0d darkness
Formimino-L-Aspartic acid,10,0.365352018,0d darkness
Glucoalyssin,10,-1.834886896,0d darkness
Glucohirsutin,10,0.302661757,0d darkness
Glucoiberin,10,-1.469517413,0d darkness
Gluconic acid,10,0.109826077,0d darkness
"Glutamic acid, N-acetyl-",10,-0.981147096,0d darkness
Glutathione,10,-1.341534206,0d darkness
Guanosine,10,-0.890540504,0d darkness
2-Isopropylmalic acid,10,-0.328810596,0d darkness
Histidine,10,-1.927980916,0d darkness
Iminodiacetic acid,10,-0.83500341,0d darkness
Leucine,10,-0.968859861,0d darkness
Kaempferol 3-O-6-O-(rhamnosyl) glucoside 7-O-rhamnoside,10,-2.229781242,0d darkness
Kaempferol 3-O-glucoside 7-O-rhamnoside,10,-2.977365344,0d darkness
Lactobionic acid,10,0.271607785,0d darkness
Lactulose,10,-0.204598947,0d darkness
Isoleucine,10,-1.205143747,0d darkness
Loganin,10,0.696790638,0d darkness
"3,4-Dihydroxybenzoic acid",10,-1.03384746,0d darkness
Malic acid,10,-0.587164984,0d darkness
Mimosine,10,0.112502698,0d darkness
"N,N-Dimethylglycine",10,-0.632784676,0d darkness
N-Acetyl-L-Tyrosine,10,-2.311931995,0d darkness
Naringin,10,-1.343839576,0d darkness
N-Ethylmaleamic acid,10,0.006034561,0d darkness
Nicotinamide adenine dinucleotide phosphate (NADP),10,0.152630299,0d darkness
O-palmitoyl-L-Carnitine chloride,10,-0.0125968,0d darkness
Pantothenic acid (Vitamine B5) ,10,0.00146797,0d darkness
3-Deoxy-D-manno-2-octulosonic acid,10,-0.360167651,0d darkness
3-Hydroxyphenylacetic acid,10,-0.027735244,0d darkness
porphobilinogen,10,-0.15152533,0d darkness
Purine,10,-0.555515426,0d darkness
Pyroglutamic acid,10,-1.385256168,0d darkness
"Quercetin 3,7-dirhamnoside",10,-2.991145523,0d darkness
Quercetin 3-O-glucoside 7-O-rhamnoside,10,-3.100052775,0d darkness
Riboflavin ,10,-0.346450179,0d darkness
Rutin,10,-2.601069696,0d darkness
Saccharic acid,10,0.516539514,0d darkness
S-Adenosyl-L-Homocysteine,10,-0.810652952,0d darkness
Sedoheptulose,10,0.145938557,0d darkness
Serine,10,-1.094955083,0d darkness
Sinapoylglucose,10,-2.097001969,0d darkness
Succinoadenosine,10,-0.016042428,0d darkness
"Trehalose, alpha,beta-",10,0.011953947,0d darkness
Tyrosine,10,-0.488755807,0d darkness
Uric acid,10,-1.268106783,0d darkness
Uridine,10,-0.807735278,0d darkness
Uridine-5'-diphosphogalactose,10,-0.607111696,0d darkness
(D-Glycero-alpha-D-Manno-Heptopyranosyl)-Dihydrogenphosphate,11,0.017317692,0d darkness
Phe-Val,11,-0.411013232,0d darkness
6-Hydroxymelatonin,11,-0.035609225,0d darkness
adenine,11,-0.273508569,0d darkness
Adenosine,11,-0.560817107,0d darkness
Allantoic acid,11,-0.23325976,0d darkness
alpha-D-Galacturonic acid 1-phosphate,11,-0.457631738,0d darkness
alpha-Ketoglutaric acid,11,-0.757913858,0d darkness
Argininosuccinic acid,11,-0.270831879,0d darkness
Aspartic acid,11,-0.33722253,0d darkness
beta-Nicotinamide adenine dinucleotide,11,-0.485749765,0d darkness
Cellobiitol,11,-0.029016382,0d darkness
Citric acid,11,0.944790395,0d darkness
Flavin Mononucleotide,11,-0.049822055,0d darkness
Flavine adenine dinucleotide (FAD),11,-0.208254621,0d darkness
Formimino-L-Aspartic acid,11,0.209504209,0d darkness
Glucoalyssin,11,-3.837049247,0d darkness
Glucohirsutin,11,-0.464358542,0d darkness
Glucoiberin,11,-1.413427823,0d darkness
Gluconic acid,11,0.102258649,0d darkness
"Glutamic acid, N-acetyl-",11,-0.405543969,0d darkness
Glutathione,11,-0.602398246,0d darkness
Guanosine,11,-0.546936959,0d darkness
2-Isopropylmalic acid,11,-0.091325467,0d darkness
Histidine,11,-1.454554596,0d darkness
Iminodiacetic acid,11,-0.193527634,0d darkness
Leucine,11,-0.777006616,0d darkness
Kaempferol 3-O-6-O-(rhamnosyl) glucoside 7-O-rhamnoside,11,-0.715473639,0d darkness
Kaempferol 3-O-glucoside 7-O-rhamnoside,11,-1.633523144,0d darkness
Lactobionic acid,11,0.091132918,0d darkness
Lactulose,11,-0.272938222,0d darkness
Isoleucine,11,-1.059174614,0d darkness
Loganin,11,0.435142755,0d darkness
"3,4-Dihydroxybenzoic acid",11,-0.833521926,0d darkness
Malic acid,11,-0.632791705,0d darkness
Mimosine,11,0.106848979,0d darkness
"N,N-Dimethylglycine",11,-0.461610601,0d darkness
N-Acetyl-L-Tyrosine,11,-1.466888423,0d darkness
Naringin,11,-0.367119772,0d darkness
N-Ethylmaleamic acid,11,0.091081401,0d darkness
Nicotinamide adenine dinucleotide phosphate (NADP),11,0.089534578,0d darkness
O-palmitoyl-L-Carnitine chloride,11,-0.01211026,0d darkness
Pantothenic acid (Vitamine B5) ,11,0.06560058,0d darkness
3-Deoxy-D-manno-2-octulosonic acid,11,-0.217577032,0d darkness
3-Hydroxyphenylacetic acid,11,0.100672965,0d darkness
porphobilinogen,11,0.060370996,0d darkness
Purine,11,-0.714398793,0d darkness
Pyroglutamic acid,11,-1.223687271,0d darkness
"Quercetin 3,7-dirhamnoside",11,-0.925958761,0d darkness
Quercetin 3-O-glucoside 7-O-rhamnoside,11,-1.297406073,0d darkness
Riboflavin ,11,-0.305784561,0d darkness
Rutin,11,-2.504763686,0d darkness
Saccharic acid,11,0.371252949,0d darkness
S-Adenosyl-L-Homocysteine,11,-0.494871475,0d darkness
Sedoheptulose,11,-0.029065298,0d darkness
Serine,11,-0.795592951,0d darkness
Sinapoylglucose,11,-1.230602183,0d darkness
Succinoadenosine,11,0.237586015,0d darkness
"Trehalose, alpha,beta-",11,-0.090467425,0d darkness
Tyrosine,11,-0.563926175,0d darkness
Uric acid,11,-0.653617121,0d darkness
Uridine,11,-0.81791739,0d darkness
Uridine-5'-diphosphogalactose,11,-0.460083701,0d darkness
(D-Glycero-alpha-D-Manno-Heptopyranosyl)-Dihydrogenphosphate,12,-0.307675812,0d darkness
Phe-Val,12,-1.458319219,0d darkness
6-Hydroxymelatonin,12,-0.033474085,0d darkness
adenine,12,-1.816112206,0d darkness
Adenosine,12,-0.367287663,0d darkness
Allantoic acid,12,-0.166843808,0d darkness
alpha-D-Galacturonic acid 1-phosphate,12,-0.06327959,0d darkness
alpha-Ketoglutaric acid,12,-0.848472669,0d darkness
Argininosuccinic acid,12,-0.703512953,0d darkness
Aspartic acid,12,-0.451401284,0d darkness
beta-Nicotinamide adenine dinucleotide,12,-0.685533409,0d darkness
Cellobiitol,12,-0.037244517,0d darkness
Citric acid,12,1.693083233,0d darkness
Flavin Mononucleotide,12,-0.172950892,0d darkness
Flavine adenine dinucleotide (FAD),12,-0.454344977,0d darkness
Formimino-L-Aspartic acid,12,-0.420600005,0d darkness
Glucoalyssin,12,-6.160610878,0d darkness
Glucohirsutin,12,-1.092411706,0d darkness
Glucoiberin,12,-1.389014512,0d darkness
Gluconic acid,12,0.046864083,0d darkness
"Glutamic acid, N-acetyl-",12,-0.725038635,0d darkness
Glutathione,12,-1.300184964,0d darkness
Guanosine,12,-0.500823105,0d darkness
2-Isopropylmalic acid,12,-0.239130928,0d darkness
Histidine,12,-1.81072794,0d darkness
Iminodiacetic acid,12,-0.237315495,0d darkness
Leucine,12,-0.776384068,0d darkness
Kaempferol 3-O-6-O-(rhamnosyl) glucoside 7-O-rhamnoside,12,-2.249993301,0d darkness
Kaempferol 3-O-glucoside 7-O-rhamnoside,12,-3.327079374,0d darkness
Lactobionic acid,12,-0.434511767,0d darkness
Lactulose,12,-0.220396014,0d darkness
Isoleucine,12,-1.097354115,0d darkness
Loganin,12,0.777341904,0d darkness
"3,4-Dihydroxybenzoic acid",12,-0.907143534,0d darkness
Malic acid,12,-0.57214135,0d darkness
Mimosine,12,0.072755324,0d darkness
"N,N-Dimethylglycine",12,-0.73109925,0d darkness
N-Acetyl-L-Tyrosine,12,-1.897849567,0d darkness
Naringin,12,-0.650620095,0d darkness
N-Ethylmaleamic acid,12,-0.287882231,0d darkness
Nicotinamide adenine dinucleotide phosphate (NADP),12,-0.395678493,0d darkness
O-palmitoyl-L-Carnitine chloride,12,-0.029631403,0d darkness
Pantothenic acid (Vitamine B5) ,12,-0.381946116,0d darkness
3-Deoxy-D-manno-2-octulosonic acid,12,-0.250491168,0d darkness
3-Hydroxyphenylacetic acid,12,0.179741834,0d darkness
porphobilinogen,12,-0.328404029,0d darkness
Purine,12,-0.615979764,0d darkness
Pyroglutamic acid,12,-1.27839259,0d darkness
"Quercetin 3,7-dirhamnoside",12,-3.334271676,0d darkness
Quercetin 3-O-glucoside 7-O-rhamnoside,12,-3.214465395,0d darkness
Riboflavin ,12,-0.226867371,0d darkness
Rutin,12,-2.568917813,0d darkness
Saccharic acid,12,0.274803144,0d darkness
S-Adenosyl-L-Homocysteine,12,-0.697030504,0d darkness
Sedoheptulose,12,-0.041493046,0d darkness
Serine,12,-1.108774902,0d darkness
Sinapoylglucose,12,-2.714344927,0d darkness
Succinoadenosine,12,-0.614165661,0d darkness
"Trehalose, alpha,beta-",12,-0.071070434,0d darkness
Tyrosine,12,-0.411053027,0d darkness
Uric acid,12,-1.596401931,0d darkness
Uridine,12,-0.911674595,0d darkness
Uridine-5'-diphosphogalactose,12,-0.676671218,0d darkness
(D-Glycero-alpha-D-Manno-Heptopyranosyl)-Dihydrogenphosphate,13,0.074060114,0d darkness
Phe-Val,13,0.223107699,0d darkness
6-Hydroxymelatonin,13,-0.037083395,0d darkness
adenine,13,-0.213241138,0d darkness
Adenosine,13,-0.899548145,0d darkness
Allantoic acid,13,0.239591546,0d darkness
alpha-D-Galacturonic acid 1-phosphate,13,-1.236811251,0d darkness
alpha-Ketoglutaric acid,13,-0.920128963,0d darkness
Argininosuccinic acid,13,-0.570718897,0d darkness
Aspartic acid,13,-0.489673548,0d darkness
beta-Nicotinamide adenine dinucleotide,13,-0.647357224,0d darkness
Cellobiitol,13,0.012201669,0d darkness
Citric acid,13,1.527695261,0d darkness
Flavin Mononucleotide,13,-0.151019218,0d darkness
Flavine adenine dinucleotide (FAD),13,-0.622199296,0d darkness
Formimino-L-Aspartic acid,13,0.49966429,0d darkness
Glucoalyssin,13,-7.175826693,0d darkness
Glucohirsutin,13,-0.163746572,0d darkness
Glucoiberin,13,-1.462485548,0d darkness
Gluconic acid,13,0.072956782,0d darkness
"Glutamic acid, N-acetyl-",13,-0.467165556,0d darkness
Glutathione,13,-1.121842112,0d darkness
Guanosine,13,-0.6008341,0d darkness
2-Isopropylmalic acid,13,-0.189317943,0d darkness
Histidine,13,-1.727750092,0d darkness
Iminodiacetic acid,13,0.217875465,0d darkness
Leucine,13,-1.124444373,0d darkness
Kaempferol 3-O-6-O-(rhamnosyl) glucoside 7-O-rhamnoside,13,-2.05707455,0d darkness
Kaempferol 3-O-glucoside 7-O-rhamnoside,13,-3.461898289,0d darkness
Lactobionic acid,13,0.449388108,0d darkness
Lactulose,13,-0.262535346,0d darkness
Isoleucine,13,-1.260774999,0d darkness
Loganin,13,-0.469038547,0d darkness
"3,4-Dihydroxybenzoic acid",13,-0.967495236,0d darkness
Malic acid,13,-0.569199076,0d darkness
Mimosine,13,0.082543483,0d darkness
"N,N-Dimethylglycine",13,-0.74336653,0d darkness
N-Acetyl-L-Tyrosine,13,-2.649281082,0d darkness
Naringin,13,-1.015666083,0d darkness
N-Ethylmaleamic acid,13,0.032520197,0d darkness
Nicotinamide adenine dinucleotide phosphate (NADP),13,-0.002838649,0d darkness
O-palmitoyl-L-Carnitine chloride,13,0.012423771,0d darkness
Pantothenic acid (Vitamine B5) ,13,-0.341161594,0d darkness
3-Deoxy-D-manno-2-octulosonic acid,13,-0.216241051,0d darkness
3-Hydroxyphenylacetic acid,13,0.576676148,0d darkness
porphobilinogen,13,-0.679022493,0d darkness
Purine,13,-0.559051077,0d darkness
Pyroglutamic acid,13,-1.326759095,0d darkness
"Quercetin 3,7-dirhamnoside",13,-2.407926009,0d darkness
Quercetin 3-O-glucoside 7-O-rhamnoside,13,-4.249217197,0d darkness
Riboflavin ,13,-0.342784669,0d darkness
Rutin,13,-2.564675145,0d darkness
Saccharic acid,13,0.599384897,0d darkness
S-Adenosyl-L-Homocysteine,13,-0.894046469,0d darkness
Sedoheptulose,13,0.2378113,0d darkness
Serine,13,-1.108180872,0d darkness
Sinapoylglucose,13,-1.982675642,0d darkness
Succinoadenosine,13,-0.556795556,0d darkness
"Trehalose, alpha,beta-",13,0.135333886,0d darkness
Tyrosine,13,-0.575835467,0d darkness
Uric acid,13,-1.663314924,0d darkness
Uridine,13,-0.896130563,0d darkness
Uridine-5'-diphosphogalactose,13,-0.674397614,0d darkness
(D-Glycero-alpha-D-Manno-Heptopyranosyl)-Dihydrogenphosphate,14,-0.419353472,0d darkness
Phe-Val,14,-0.036670457,0d darkness
6-Hydroxymelatonin,14,-0.0274988,0d darkness
adenine,14,0.00854128,0d darkness
Adenosine,14,-0.469244538,0d darkness
Allantoic acid,14,0.370244985,0d darkness
alpha-D-Galacturonic acid 1-phosphate,14,-0.980923188,0d darkness
alpha-Ketoglutaric acid,14,-0.923228089,0d darkness
Argininosuccinic acid,14,-0.201319506,0d darkness
Aspartic acid,14,-0.432332618,0d darkness
beta-Nicotinamide adenine dinucleotide,14,-0.509110883,0d darkness
Cellobiitol,14,-0.000261012,0d darkness
Citric acid,14,1.646823887,0d darkness
Flavin Mononucleotide,14,-0.088688478,0d darkness
Flavine adenine dinucleotide (FAD),14,-0.290772055,0d darkness
Formimino-L-Aspartic acid,14,0.402801032,0d darkness
Glucoalyssin,14,-5.498927059,0d darkness
Glucohirsutin,14,0.122829409,0d darkness
Glucoiberin,14,-1.437763823,0d darkness
Gluconic acid,14,-0.001296082,0d darkness
"Glutamic acid, N-acetyl-",14,-0.511619243,0d darkness
Glutathione,14,-1.302452184,0d darkness
Guanosine,14,-0.461642005,0d darkness
2-Isopropylmalic acid,14,-0.152660578,0d darkness
Histidine,14,-2.105165497,0d darkness
Iminodiacetic acid,14,0.29572294,0d darkness
Leucine,14,-0.862486128,0d darkness
Kaempferol 3-O-6-O-(rhamnosyl) glucoside 7-O-rhamnoside,14,-3.030934807,0d darkness
Kaempferol 3-O-glucoside 7-O-rhamnoside,14,-4.057906163,0d darkness
Lactobionic acid,14,-0.04297946,0d darkness
Lactulose,14,-0.183561703,0d darkness
Isoleucine,14,-1.261620546,0d darkness
Loganin,14,1.548131338,0d darkness
"3,4-Dihydroxybenzoic acid",14,-0.952936694,0d darkness
Malic acid,14,-0.667553814,0d darkness
Mimosine,14,0.039229936,0d darkness
"N,N-Dimethylglycine",14,-0.646949308,0d darkness
N-Acetyl-L-Tyrosine,14,-2.508746969,0d darkness
Naringin,14,-0.906201349,0d darkness
N-Ethylmaleamic acid,14,-0.204943344,0d darkness
Nicotinamide adenine dinucleotide phosphate (NADP),14,0.158484341,0d darkness
O-palmitoyl-L-Carnitine chloride,14,-0.025205345,0d darkness
Pantothenic acid (Vitamine B5) ,14,0.212336345,0d darkness
3-Deoxy-D-manno-2-octulosonic acid,14,-0.444280306,0d darkness
3-Hydroxyphenylacetic acid,14,0.043063547,0d darkness
porphobilinogen,14,-0.8155346,0d darkness
Purine,14,-0.792341829,0d darkness
Pyroglutamic acid,14,-1.184061995,0d darkness
"Quercetin 3,7-dirhamnoside",14,-2.773856924,0d darkness
Quercetin 3-O-glucoside 7-O-rhamnoside,14,-3.578472965,0d darkness
Riboflavin ,14,-0.278827168,0d darkness
Rutin,14,-2.479031564,0d darkness
Saccharic acid,14,0.659166175,0d darkness
S-Adenosyl-L-Homocysteine,14,-0.753157897,0d darkness
Sedoheptulose,14,0.014722675,0d darkness
Serine,14,-1.19820508,0d darkness
Sinapoylglucose,14,-1.64460591,0d darkness
Succinoadenosine,14,0.127614854,0d darkness
"Trehalose, alpha,beta-",14,0.159919173,0d darkness
Tyrosine,14,-0.646824098,0d darkness
Uric acid,14,-1.606175457,0d darkness
Uridine,14,-0.850503796,0d darkness
Uridine-5'-diphosphogalactose,14,-0.62262307,0d darkness
(D-Glycero-alpha-D-Manno-Heptopyranosyl)-Dihydrogenphosphate,15,-0.109976323,0d darkness
Phe-Val,15,-0.093882049,0d darkness
6-Hydroxymelatonin,15,-0.038964456,0d darkness
adenine,15,-0.180006676,0d darkness
Adenosine,15,-0.478287496,0d darkness
Allantoic acid,15,-0.137839971,0d darkness
alpha-D-Galacturonic acid 1-phosphate,15,-0.22650628,0d darkness
alpha-Ketoglutaric acid,15,-1.05652196,0d darkness
Argininosuccinic acid,15,-0.470518326,0d darkness
Aspartic acid,15,-0.483312666,0d darkness
beta-Nicotinamide adenine dinucleotide,15,-0.632175815,0d darkness
Cellobiitol,15,-0.006435921,0d darkness
Citric acid,15,1.585626565,0d darkness
Flavin Mononucleotide,15,-0.197706873,0d darkness
Flavine adenine dinucleotide (FAD),15,-0.556445065,0d darkness
Formimino-L-Aspartic acid,15,0.482295642,0d darkness
Glucoalyssin,15,-5.062835453,0d darkness
Glucohirsutin,15,0.452509193,0d darkness
Glucoiberin,15,-1.418645947,0d darkness
Gluconic acid,15,0.170516966,0d darkness
"Glutamic acid, N-acetyl-",15,-0.848730971,0d darkness
Glutathione,15,-1.220824159,0d darkness
Guanosine,15,-0.409343611,0d darkness
2-Isopropylmalic acid,15,-0.134131209,0d darkness
Histidine,15,-2.007651848,0d darkness
Iminodiacetic acid,15,-0.162311934,0d darkness
Leucine,15,-1.140613181,0d darkness
Kaempferol 3-O-6-O-(rhamnosyl) glucoside 7-O-rhamnoside,15,-2.322553465,0d darkness
Kaempferol 3-O-glucoside 7-O-rhamnoside,15,-3.398348784,0d darkness
Lactobionic acid,15,0.480485074,0d darkness
Lactulose,15,-0.197623757,0d darkness
Isoleucine,15,-1.265538479,0d darkness
Loganin,15,1.37801666,0d darkness
"3,4-Dihydroxybenzoic acid",15,-1.009881249,0d darkness
Malic acid,15,-0.763719441,0d darkness
Mimosine,15,0.164900526,0d darkness
"N,N-Dimethylglycine",15,-0.716268563,0d darkness
N-Acetyl-L-Tyrosine,15,-2.780342311,0d darkness
Naringin,15,-0.736659183,0d darkness
N-Ethylmaleamic acid,15,-0.073232055,0d darkness
Nicotinamide adenine dinucleotide phosphate (NADP),15,0.021701554,0d darkness
O-palmitoyl-L-Carnitine chloride,15,-0.040147732,0d darkness
Pantothenic acid (Vitamine B5) ,15,0.103906433,0d darkness
3-Deoxy-D-manno-2-octulosonic acid,15,-0.292921163,0d darkness
3-Hydroxyphenylacetic acid,15,-1.626385904,0d darkness
porphobilinogen,15,-0.317252625,0d darkness
Purine,15,-0.839576744,0d darkness
Pyroglutamic acid,15,-1.288823306,0d darkness
"Quercetin 3,7-dirhamnoside",15,-2.159393948,0d darkness
Quercetin 3-O-glucoside 7-O-rhamnoside,15,-3.184598019,0d darkness
